iter	RMSE
291	0.09952162211
292	0.09943837182
293	0.09928325157
294	0.09923539472
295	0.09916876093
296	0.09906510933
297	0.09901296001
298	0.09894719447
299	0.09884221085
300	0.09871927091
301	0.09856749626
302	0.09851758218
303	0.09841381082
304	0.09834653178
305	0.09827903929
306	0.09826644166
307	0.09824648761
308	0.09819600144
309	0.09815085346
310	0.09803638069
311	0.0978914975
312	0.09779833992
313	0.0977053289
314	0.09759120256
315	0.09754211055
316	0.09744220643
317	0.09733729047
318	0.09730770638
319	0.09718905523
320	0.0971608306
321	0.09708325976
322	0.09703006389
323	0.0968816682
324	0.09672870252
325	0.0966392986
326	0.0966174634
327	0.09646945097
328	0.09644979587
329	0.09637257948
330	0.09630513064
331	0.09622508802
332	0.09610215224
333	0.09602399532
334	0.09588652027
335	0.09582266744
336	0.09567386071
337	0.09555108447
338	0.09547114705
339	0.09530893798
340	0.09527162641
341	0.09516532301
342	0.09504625553
343	0.09496088659
344	0.09494856902
345	0.09490560343
346	0.09485068926
347	0.09478682769
348	0.09470730866
349	0.09465732214
350	0.09458478913
351	0.09449825659
352	0.0943880503
353	0.09418284476
354	0.09413983734
355	0.09407462692
356	0.09400662317
357	0.09399678528
358	0.09392232499
359	0.09384798359
360	0.09381127135
361	0.09378092999
362	0.09369541947
363	0.09364685668
364	0.09359428997
365	0.09347654903
366	0.0934237804
367	0.0934167124
368	0.09330973571
369	0.09322229448
370	0.09314327438
371	0.09302725248
372	0.0929770406
373	0.09293914147
374	0.09284266416
375	0.0927592187
376	0.09268678691
377	0.09260944126
378	0.09255613212
379	0.09247119677
380	0.09239709229
381	0.0923360322
382	0.09229487915
383	0.09222821965
384	0.09213095927
385	0.09203897341
386	0.09193225999
387	0.09182920671
388	0.09180782972
389	0.0917212244
390	0.09165945881
391	0.09147824317
392	0.09138690136
393	0.09121785815
394	0.09110909578
395	0.09102841856
396	0.09090084158
397	0.09069767019
398	0.09061584756
399	0.09048112927
400	0.09039908164
401	0.09032488183
402	0.09026534315
403	0.09019400042
404	0.09016199383
405	0.09008616627
406	0.09005327908
407	0.08995752117
408	0.08990952919
409	0.08970719747
410	0.08963092815
411	0.08960432342
412	0.0894970066
413	0.08941143338
414	0.08930989105
415	0.08922006217
416	0.08909075186
417	0.08905171928
418	0.08899665929
419	0.08891228641
420	0.08890469327
421	0.08880854985
422	0.08876941544
423	0.08873435724
424	0.08856212013
425	0.08849945123
426	0.08838823572
427	0.08835172671
428	0.08827282342
429	0.08822492718
430	0.08821747715
431	0.0881673085
432	0.08810769452
433	0.08806123429
434	0.0878659644
435	0.08777701119
436	0.0877244769
437	0.08763275451
438	0.08762171941
439	0.0875346473
440	0.08743601194
441	0.08737208635
442	0.08731346742
443	0.0872995673
444	0.08723150303
445	0.08708311144
446	0.08705045018
447	0.08697861234
448	0.08690796941
449	0.08689624125
450	0.08685236207
451	0.08679017596
452	0.08673048918
453	0.08668771874
454	0.08652735154
455	0.08649798571
456	0.08636255005
457	0.08630459896
458	0.08625169358
459	0.0861948427
460	0.08611573906
461	0.08606278898
462	0.08599358009
463	0.08592244257
464	0.0858578946
465	0.08577632051
466	0.08574800854
467	0.08565985121
468	0.08560793732
469	0.08554512637
470	0.0853367013
471	0.0852561842
472	0.08519225009
473	0.08507446139
474	0.08503464841
475	0.08493004297
476	0.08483230181
477	0.08470271861
478	0.08466084297
479	0.08454924295
480	0.08445091433
481	0.08441735714
482	0.08424041376
483	0.08417411188
484	0.08414427446
485	0.08410848467
486	0.08399818652
487	0.08389960503
488	0.0838392297
489	0.08375594742
490	0.08367319519
491	0.08351979218
492	0.08345186536
493	0.08327854468
494	0.08324896576
495	0.0831498681
496	0.08314489602
497	0.08302947464
498	0.08291366101
499	0.08286234466
