iter	RMSE
0	0.2297662371
1	0.2236887755
2	0.2180221471
3	0.2127329921
4	0.2078697789
5	0.2032678083
6	0.1989506149
7	0.1945507307
8	0.1905814006
9	0.186667811
10	0.1835741025
11	0.1803388201
12	0.1770176073
13	0.1739237253
14	0.1711236969
15	0.1684591846
16	0.1662414812
17	0.1639560123
18	0.1617389981
19	0.1599557764
20	0.1580463029
21	0.1562173855
22	0.1546764818
23	0.1529999132
24	0.151428282
25	0.1499547629
26	0.1485928423
27	0.147406015
28	0.1461318461
29	0.1450540154
30	0.1439967355
31	0.1432434109
32	0.1425180701
33	0.1416758507
34	0.1408751417
35	0.1402170666
36	0.1395203607
37	0.1387312693
38	0.1381022193
39	0.1374748878
40	0.13698544
41	0.1363343681
42	0.1358733936
43	0.1353597569
44	0.1348515303
45	0.1344342434
46	0.1340232002
47	0.1335310499
48	0.133181975
49	0.1327701148
50	0.1323970197
51	0.1319611763
52	0.131619825
53	0.1313837684
54	0.1311531335
55	0.130794487
56	0.1303968707
57	0.130078564
58	0.1298100901
59	0.1294808239
60	0.1290903135
61	0.1289112046
62	0.128684969
63	0.1284034791
64	0.128165754
65	0.1279157942
66	0.1276377219
67	0.1274285879
68	0.1272486735
69	0.1270357054
70	0.1267883038
71	0.1265845859
72	0.1262981038
73	0.1261694775
74	0.1259209417
75	0.1257361566
76	0.1255541077
77	0.1254062262
78	0.1251028221
79	0.1249014904
80	0.1247647066
81	0.1246198406
82	0.1244777
83	0.124305628
84	0.124133246
85	0.1239046285
86	0.123703325
87	0.1235501113
88	0.1234022037
89	0.1232963864
90	0.1232235625
91	0.1231400631
92	0.1229440101
93	0.1226520708
94	0.1225079845
95	0.1223567645
96	0.1221912256
97	0.1220719521
98	0.1220073207
99	0.1219193485
100	0.1217538884
101	0.1216255776
102	0.1215125126
103	0.1213688429
104	0.1212419945
105	0.1210148532
106	0.1209251321
107	0.1207829314
108	0.1206352019
109	0.120496162
110	0.1203231123
111	0.1201204601
112	0.1198540875
113	0.11967846
114	0.1195540825
115	0.1193827699
116	0.1191976013
117	0.1191509565
118	0.1190877823
119	0.1189308161
120	0.118822604
121	0.1186763105
122	0.1185759496
123	0.1184320492
124	0.1182232969
125	0.1181194196
126	0.1179211042
127	0.1177359233
128	0.1176757151
129	0.1176006422
130	0.1174883053
131	0.1173126963
132	0.1172105931
133	0.1170948611
134	0.1169971067
135	0.1167250785
136	0.116640327
137	0.1165343586
138	0.1164305042
139	0.1163092472
140	0.1161627588
141	0.115987432
142	0.1157330283
143	0.1155707047
144	0.1154387506
145	0.1152458548
146	0.1150173812
147	0.1149546632
148	0.1148407088
149	0.1146928973
150	0.1145525281
151	0.1144190122
152	0.1143087341
153	0.1141639061
154	0.1140642169
155	0.1138569537
156	0.1137640927
157	0.1135251804
158	0.1134864532
159	0.113294197
160	0.1132380424
161	0.1131173826
162	0.112922408
163	0.1128140767
164	0.1126892502
165	0.1125814986
166	0.1124781994
167	0.1123921227
168	0.1122821975
169	0.1121013328
170	0.1119606252
171	0.111801089
172	0.1117169618
173	0.1116695985
174	0.1115649109
175	0.1115253948
176	0.111357479
177	0.1112052
178	0.1110927764
179	0.1109459145
180	0.1108135774
181	0.1105793414
182	0.1103441314
183	0.110247429
184	0.1101926503
185	0.1100364167
186	0.1098830372
187	0.1097778319
188	0.1097358135
189	0.1096869824
190	0.1095539246
191	0.1092848191
192	0.1090913593
193	0.1090590402
194	0.1089450706
195	0.1088818398
196	0.1087470301
197	0.1085864109
198	0.1084424254
199	0.1081769151
200	0.1079400839
201	0.1077423145
202	0.1077039666
203	0.1075731531
204	0.1075372465
205	0.1074311737
206	0.1071770554
207	0.1070420096
208	0.1069946276
209	0.1069268248
210	0.1067822796
211	0.1066466513
212	0.1065193897
213	0.1064639181
214	0.106415113
215	0.1062317397
216	0.1061315095
217	0.1061152342
218	0.1060048474
219	0.1058813717
220	0.1058418969
221	0.1057431662
222	0.1055422975
