iter	RMSE
0	0.2294740527
1	0.2236477916
2	0.2181367871
3	0.2127599615
4	0.2078552731
5	0.2032221251
6	0.1987262111
7	0.1945836395
8	0.1907233252
9	0.1870826083
10	0.1834755607
11	0.1801622283
12	0.1774249491
13	0.174328015
14	0.1717023865
15	0.1693415462
16	0.1667559545
17	0.1644932457
18	0.162226834
19	0.1601889883
20	0.1582464066
21	0.1566280559
22	0.1546852232
23	0.152841978
24	0.1511837823
25	0.1496376807
26	0.1479618473
27	0.1464438296
28	0.1452705107
29	0.1439744174
30	0.1427134446
31	0.1413584855
32	0.1402684185
33	0.1392390705
34	0.1382040121
35	0.1370928899
36	0.1362497441
37	0.1352005267
38	0.134353452
39	0.1334570267
40	0.1326738675
41	0.1319858568
42	0.131118314
43	0.1304228887
44	0.1297952364
45	0.1292936796
46	0.1287362171
47	0.1281250032
48	0.1276883086
49	0.1272009414
50	0.1265204284
51	0.1260109746
52	0.1252819149
53	0.1247500156
54	0.1241471663
55	0.1237642216
56	0.1234101269
57	0.1229235886
58	0.1225825394
59	0.1222332893
60	0.1218491966
61	0.1214780876
62	0.1211766801
63	0.1209125995
64	0.1205414341
65	0.1201097255
66	0.1197739758
67	0.1194133056
68	0.1191305865
69	0.1188784113
70	0.1186288839
71	0.1183985531
72	0.1180038987
73	0.1177919923
74	0.1175584405
75	0.1170947433
76	0.1168252249
77	0.1165893769
78	0.1163442664
79	0.115949174
80	0.1156852421
81	0.1155303134
82	0.1152282279
83	0.1149649343
84	0.1148318691
85	0.1145688998
86	0.1143554519
87	0.1141288377
88	0.1139278696
89	0.1136472762
90	0.1135462864
91	0.1130848407
92	0.1129101598
93	0.1126261359
94	0.1123906026
95	0.1122078741
96	0.1120054935
97	0.1118665079
98	0.1116536805
99	0.1113679444
100	0.1112440633
101	0.1110295568
102	0.1107977821
103	0.1106133615
104	0.1104468643
105	0.1101010014
106	0.1098870762
107	0.1097226458
108	0.1094808685
109	0.1092831019
110	0.1090761986
111	0.1089279204
112	0.1088329863
113	0.1087156976
114	0.1085765036
115	0.1083625769
116	0.1082643609
117	0.1082466407
118	0.1080275419
119	0.1077703832
120	0.107603075
121	0.1074376081
122	0.107168096
123	0.1070543972
124	0.1068424858
125	0.1067062214
126	0.1065763844
127	0.1064340923
128	0.1063115623
129	0.1062051922
130	0.1059446924
131	0.105724139
132	0.1056425282
133	0.1053432511
134	0.1051778064
135	0.1051200409
136	0.1049766584
137	0.1048560035
138	0.1045053635
139	0.1043775883
140	0.1042433376
141	0.1041649485
142	0.1039587745
143	0.1038293355
144	0.1035953257
145	0.1035083859
146	0.103227239
147	0.1030714798
148	0.1029643974
149	0.1028682015
150	0.1025985006
151	0.1025361601
152	0.1023081017
153	0.1021922174
154	0.1021098658
155	0.1019987546
156	0.1018927372
157	0.1018129626
158	0.1015388694
159	0.1012510689
160	0.1010636198
161	0.1009331561
162	0.1006390317
163	0.1005643327
164	0.1003480758
165	0.1001801868
166	0.1000272917
167	0.09994991944
168	0.09984583114
169	0.09967559648
170	0.09959716238
171	0.09936666431
172	0.09926620657
173	0.09914567248
174	0.09879218426
175	0.09836757802
176	0.09821123982
177	0.09803067214
178	0.09790725999
179	0.09781915415
180	0.09742527736
181	0.09727600724
182	0.09692624182
183	0.09677165413
184	0.09672100843
185	0.09657440496
186	0.09638127133
187	0.09606680521
188	0.09581613488
189	0.09570724036
190	0.09548740365
191	0.0952229236
192	0.0949965309
193	0.09471236489
194	0.09427754884
195	0.09424675661
196	0.09412900434
197	0.0938435162
198	0.09379230775
199	0.09364341337
200	0.09339238761
201	0.09310295816
202	0.09296643594
203	0.0926312468
204	0.09253930135
205	0.09233894366
206	0.09215102033
207	0.09206181295
208	0.09187861505
209	0.09180687869
210	0.09156595628
211	0.09139270656
212	0.09114394443
213	0.09086947533
214	0.09079802033
215	0.09047155474
216	0.09032778195
217	0.09020713301
218	0.08998723589
219	0.0897053154
220	0.08968134013
221	0.08936654681
222	0.08930629543
223	0.08924469237
224	0.08904945609
225	0.08884243152
226	0.08860290738
227	0.0884365612
228	0.0882989072
229	0.08816365955
230	0.08796188252
231	0.08775560132
232	0.08766650365
233	0.08755612455
234	0.08734572112
235	0.08720656685
236	0.08708831921
237	0.0869120449
238	0.08667558727
239	0.08640482483
240	0.08620226187
241	0.08611501322
242	0.08594833248
243	0.08588525339
244	0.08573964574
245	0.08550925547
246	0.08529724762
247	0.08505784898
248	0.08496808861
249	0.08480537201
250	0.08465122245
251	0.0846203459
252	0.08444190897
253	0.08438249501
254	0.08413790501
255	0.08391759654
256	0.08367816741
257	0.08352912147
258	0.08342590284
259	0.08336795388
260	0.08316976501
261	0.08293201949
262	0.08289615014
263	0.08261582654
264	0.08242638436
265	0.08226812497
266	0.08208227507
267	0.08196228635
268	0.08176687676
269	0.08164796302
270	0.08156025056
271	0.08139487856
272	0.08131720612
273	0.0810912495
274	0.08091512436
275	0.08078853891
276	0.08074596435
277	0.08061051408
278	0.08046851546
279	0.08029896475
280	0.08008566211
281	0.07996194041
282	0.07993522231
283	0.07988349344
284	0.07972022149
285	0.07958662707
286	0.07943894923
287	0.07934510381
288	0.07911262772
289	0.07903079141
290	0.0789440771
291	0.07892212951
292	0.07879030013
293	0.07856651065
294	0.07838882361
295	0.07827489478
296	0.07801478666
