iter	RMSE
183	0.1133023881
184	0.1132094038
185	0.1130533346
186	0.1130142841
187	0.112927292
188	0.11282448
189	0.1127449882
190	0.112584862
191	0.1125307841
192	0.1123912875
193	0.1122996922
194	0.1121498969
195	0.1120507635
196	0.1119645414
197	0.1118609071
198	0.111725398
199	0.1115753686
200	0.1114923118
201	0.1113099457
202	0.111165806
203	0.1111078028
204	0.1109402623
205	0.1108293346
206	0.1107192202
207	0.1105445214
208	0.1104329517
209	0.1102868164
210	0.1101699121
211	0.1100058034
212	0.1098825841
213	0.1097155334
214	0.1095021342
215	0.109328894
216	0.1092235955
217	0.1090986308
218	0.1089679228
219	0.1088616889
220	0.1087070502
221	0.1084744681
222	0.1082391723
223	0.108106604
224	0.1080329976
225	0.1078884325
226	0.1077119234
227	0.1076466973
228	0.1074575353
229	0.1073068547
230	0.1071754791
231	0.1071537775
232	0.1071331917
233	0.1070121162
234	0.1068513211
235	0.1067128234
236	0.1065763656
237	0.1065349737
238	0.1063930163
239	0.1061932427
240	0.1061027978
241	0.1059771904
242	0.1058200589
243	0.1057710188
244	0.1056876393
245	0.105569314
246	0.1055021995
247	0.1053258049
248	0.1051691202
249	0.1050580069
250	0.1049357112
251	0.1049219795
252	0.1047576001
253	0.1046082835
254	0.1043971799
255	0.104235659
256	0.1041054389
257	0.1039616522
258	0.1038083194
259	0.1036823466
260	0.1035466622
261	0.1033737019
262	0.1032414475
263	0.1031883549
264	0.1030639514
265	0.1029494706
266	0.1028371959
267	0.1026955144
268	0.1026264416
269	0.1025558683
270	0.102452623
271	0.1024399048
272	0.1022779244
273	0.102164035
274	0.1021439403
275	0.1019383463
276	0.101844166
277	0.101693691
278	0.1016276551
279	0.1015286207
280	0.1014339753
281	0.101332945
282	0.1012623685
283	0.1011151262
284	0.1010088387
285	0.1008289158
286	0.1007200544
287	0.1006344573
288	0.1005741753
289	0.1005574942
290	0.1004371173
291	0.1003412968
292	0.1002942886
293	0.1001669243
294	0.1001536486
295	0.1000638799
296	0.099992009
297	0.09993203223
298	0.09982571385
299	0.09981626446
300	0.0997301086
301	0.09967792453
302	0.09954224685
303	0.09941881878
304	0.09937467458
305	0.09929673299
306	0.09918590201
307	0.09909381399
308	0.09900397805
309	0.09898227386
310	0.09895888423
311	0.09883560928
312	0.09877445536
313	0.09866845479
314	0.09853722333
315	0.09843936045
316	0.0984235937
317	0.09836756589
318	0.09828292192
319	0.0981406005
320	0.09802105335
321	0.09792595347
322	0.09786478638
323	0.09780086754
324	0.09772312268
325	0.09771428396
326	0.09760209788
327	0.09751771865
328	0.09734864745
329	0.0972201712
330	0.09721146986
331	0.09711346131
332	0.09708500267
333	0.09697494307
334	0.09693327851
335	0.0967377121
336	0.09665317555
337	0.09659122917
338	0.09648737085
339	0.09641330615
340	0.09631675137
341	0.09616297453
342	0.09605134111
343	0.09588587679
344	0.09581653709
345	0.09575855665
346	0.09566976709
347	0.09556849653
348	0.0954366218
349	0.09534343622
350	0.09527760783
351	0.09517481293
352	0.09505233054
353	0.09497560733
354	0.09497356732
355	0.09490200015
356	0.09479281674
357	0.09466866251
358	0.09455788529
359	0.09454754983
360	0.09448254839
361	0.09435987611
362	0.09434919616
363	0.09426293159
364	0.09421541498
365	0.0941981826
366	0.09405244223
367	0.09396298962
368	0.09388454836
369	0.09366475426
370	0.09362069691
371	0.09352616781
372	0.09342611644
373	0.09332049757
374	0.0932466018
375	0.09317524032
376	0.0931107776
377	0.09306379531
378	0.09296665857
379	0.09283313415
380	0.09275125526
381	0.09266559878
382	0.09258878767
383	0.0924931085
384	0.09242279238
385	0.09232418549
386	0.09219859574
387	0.09210071381
388	0.09197858989
389	0.09192658021
390	0.09181354164
391	0.09170822748
392	0.09163672344
393	0.09156076811
394	0.09152606408
395	0.09138086512
396	0.09122466071
397	0.09113396494
398	0.09110704535
399	0.09096101288
400	0.09087199461
401	0.09074229188
402	0.0906691667
403	0.0906198243
404	0.09055318068
405	0.09048097854
406	0.09040186034
407	0.09028347308
408	0.09025563766
409	0.09020559118
410	0.09015217046
411	0.09006074764
412	0.09003395958
413	0.0899898809
414	0.08991910992
415	0.08982923335
416	0.08973610953
417	0.08961596092
418	0.08959079095
419	0.08956323533
420	0.08949753098
421	0.08945332564
422	0.08939485508
423	0.08926303483
424	0.08915606434
425	0.08906552814
426	0.08902578364
427	0.08898900695
428	0.08893193136
429	0.08882361585
430	0.08875819115
431	0.0887072744
432	0.08861924118
433	0.08854690227
434	0.08846293727
435	0.08838361232
436	0.08833210863
437	0.08828890361
438	0.0882193972
439	0.08818222838
440	0.08807211893
441	0.08803573986
442	0.08793159615
443	0.08790908318
444	0.08782720858
445	0.0877265406
446	0.08764869635
447	0.08758702991
448	0.08746494169
449	0.08742590418
450	0.08737391251
451	0.08732819137
452	0.08721650493
453	0.08707385253
454	0.08706275642
455	0.0870104647
456	0.0868759314
457	0.08684771984
458	0.08680198224
459	0.08671534644
460	0.08663317517
461	0.08653960387
462	0.08648265029
463	0.08638223271
464	0.08635539472
465	0.08630413944
466	0.08620637496
467	0.08615089363
468	0.08610871401
469	0.08605539772
470	0.08602180751
471	0.08597820629
472	0.08589113947
473	0.08581876665
474	0.08578362199
475	0.08574646977
476	0.08572496343
477	0.08567681231
478	0.08556621113
479	0.08545840847
480	0.08543980276
481	0.08535759152
482	0.08530683681
483	0.0852409151
484	0.08520440896
485	0.08515301328
486	0.08510214619
487	0.08498423878
488	0.08491474163
489	0.08486470178
490	0.0847889135
491	0.0847076601
492	0.08464972349
493	0.08458143289
494	0.08455289395
495	0.08450919956
496	0.0844797916
497	0.08442481212
498	0.08437437815
499	0.08430072345
